Category ,Measure Title,CMS eCQM ID,eCQM NQF,NQF,*** Quality Number (#) / QCDR #,Primary Measure Steward,Allowed QCDR Vendor ID,Measure Description,*** Measure Type  ,High Priority,First Performance Year,Year Removed,*** Collection Type(s) for Submission,Specialty Measure Sets,*** Inverse,*** Metric Type,*** Calculation Type,Collection Type(s) where Historic Benchmark Removed,Collection Type(s) where Suppressed,Collection Type(s) where Truncated,Is Risk Adjusted 
Quality,,CMS154v12,,,065,,,,,,,,,,,,,,,,
Quality,,CMS146v12,,,066,,,The percentage of episodes for patients 3 years and older with a diagnosis of pharyngitis that resulted in an antibiotic order on or within 3 days after the episode date and a group A Streptococcus (Strep) test in the seven-day period from three days prior to the episode date through three days after the episode date.,,,,,,,,,,,,,
Quality,,,,,093,,,,,,,2024,,,,,,,,,
Quality,,CMS129v13,,,102,,,,,,,,,,,,,,,,
Quality,,,,,107,,,,,,,2024,,,,,,,,,
Quality,,,,,110,,,,,,,2024,,,,,,,,,
Quality,,,,,111,,,,,,,2024,,,,,,,,,
Quality,,CMS125v12,,,112,,,Percentage of women 40 - 74 years of age who had a mammogram to screen for breast cancer in the 27 months prior to the end of the measurement period.,,,,,,,,,,,,,
Quality,,CMS130v12,,,113,,,,,,,,,,,,,,,,
Quality,,CMS131v12,,,117,,,,,,,,,,,,,,,,
Quality,,CMS69v12,,,128,,,,,,,,,,,,,,,,
Quality,,CMS68v13,,,130,,,,,,,,,,,,,,,,
Quality,,CMS2v13,,,134,,,,,,,,,"Audiology, Clinical Social Work, Emergency Medicine, Endocrinology, Family Medicine, Geriatrics, Internal Medicine, Mental/ Behavioral Health and  Psychiatry, Neurology, Nutrition/ Dietician, Oncology/ Hematology, Orthopedic Surgery, Pediatrics, Physical Therapy/Occupational Therapy, Preventive Medicine, Speech Language Pathology, Urology, ",,,,,,,
Quality,,,,,138,,,,,,,2024,,,,,,,,,
Quality,Primary Open-Angle Glaucoma (POAG): Reduction of Intraocular Pressure (IOP) by 20% OR Documentation of a Plan of Care.,,,,141,,,"Percentage of patients aged 18 years and older with a diagnosis of primary open-angle glaucoma (POAG) whose glaucoma treatment has not failed (the most recent IOP was reduced by at least 20% from the pre-intervention level) OR if the most recent IOP was not reduced by at least 20% from the pre-intervention level, a plan of care was documented within the 12 month performance period.",,,,,,"Ophthalmology/Optometry, ",,,,,,,
Quality,,CMS157v12,,,143,,,,,,,,,,,,,,,,
Quality,,,,,147,,,,,,,2024,,,,,,,,,
Quality,,,,,178,,,,,,,,,"Orthopedic Surgery, Rheumatology, ",,,,,,,
Quality,,CMS133v12,,,191,,,,,,,,,,,,,,,,
Quality,Sexually Transmitted Infection (STI) Testing for People with HIV,CMS1188v1,,,205,,,"Percentage of patients 13 years of age and older with a diagnosis of HIV who had tests for syphilis, gonorrhea, and chlamydia performed within the performance period.",,,,,"eCQM, MIPS CQM","Infectious Disease, Pediatrics, ",,,,,,,
Quality,,,,,219,,,,,,,,,"Chiropractic Medicine, Orthopedic Surgery, Physical Therapy/Occupational Therapy, Podiatry, ",,,,,,,
Quality,,CMS138v12,,,226,,,Percentage of patients aged 12 years and older who were screened for tobacco use one or more times during the measurement period AND who received tobacco cessation intervention during the measurement period or in the six months prior to the measurement period if identified as a tobacco user.,,,,,,"Allergy/ Immunology, Audiology, Cardiology, Certified Nurse Midwife, Clinical Social Work, Dermatology, Endocrinology, Gastro-enterology, General Surgery, Infectious Disease, Mental/ Behavioral Health and  Psychiatry, Nephrology, Neurology, Neurosurgical, Nutrition/ Dietician, Oncology/ Hematology, Ophthalmology/Optometry, Orthopedic Surgery, Otolaryngology, Pediatrics, Physical Medicine, Physical Therapy/Occupational Therapy, Plastic Surgery, Podiatry, Pulmonology, Radiation Oncology, Rheumatology, Speech Language Pathology, Thoracic Surgery, Urgent Care, Urology, Vascular Surgery, ",,,,,,,
Quality,,CMS165v12,,,236,,,,,,,,,,,,,,,,
Quality,,CMS156v12,,,238,,,,,,,,,,,,,,,,
Quality,,CMS155v12,,,239,,,,,,,,,,,,,,,,
Quality,,CMS117v12,,,240,,,,,,,,,,,,,,,,
Quality,Sleep Apnea: Assessment of Adherence to Obstructive Sleep Apnea (OSA) Therapy.,,,,279,,,Percentage of patients aged 18 years and older with a diagnosis of obstructive sleep apnea (OSA) that were prescribed an evidence-based therapy that had documentation that adherence to therapy was assessed at least annually through an objective informatics system or through self-reporting (if objective reporting is not available),,,,,,"Internal Medicine, Neurology, Otolaryngology, Pulmonology, ",,,,,,,
Quality,,CMS149v12,,,281,,,,,,,,,,,,,,,,
Quality,,,,,283,,,,,,,2024,,,,,,,,,
Quality,,,,,291,,,,,,,,,"Neurology, Physical Therapy/Occupational Therapy, Speech Language Pathology, ",,,,,,,
Quality,,CMS137v12,,,305,,,,,,,,,"Clinical Social Work, Family Medicine, Internal Medicine, Mental/ Behavioral Health and  Psychiatry, Pediatrics, ",,,,,,,
Quality,,CMS124v12,,,309,,,,,,,,,,,,,,,,
Quality,,CMS153v12,,,310,,,,,,,,,,,,,,,,
Quality,,CMS22v12,,,317,,,,,,,,,"Allergy/ Immunology, Audiology, Cardiology, Dermatology, Emergency Medicine, Gastro-enterology, General Surgery, Mental/ Behavioral Health and  Psychiatry, Nephrology, Neurology, Oncology/ Hematology, Orthopedic Surgery, Otolaryngology, Physical Medicine, Plastic Surgery, Podiatry, Rheumatology, Skilled Nursing Facility, Urgent Care, Urology, Vascular Surgery, ",,,,,,,
Quality,,CMS139v12,,,318,,,,,,,,,,,,,,,,
Quality,,,,,324,,,,,,,2024,,,,,,,,,
Quality,HIV Viral Suppression,CMS314v1,,,338,,,"Percentage of patients, regardless of age, diagnosed with HIV prior to or during the first 90 days of the performance period, with an eligible encounter in the first 240 days of the performance period, whose last HIV viral load test result was less than 200 copies/mL during the performance period.",,,,,"eCQM, MIPS CQM","Allergy/ Immunology, Family Medicine, Infectious Disease, Internal Medicine, ",,,,,,,
Quality,,,,,340,,,,,,,,,,,,,,,,
Quality,,,,,358,,,,,,,,,"General Surgery, Orthopedic Surgery, Otolaryngology, Plastic Surgery, Podiatry, Thoracic Surgery, Urology, Vascular Surgery, ",,,,,,,
Quality,,CMS136v13,,,366,,,,,,,,,,,,,,,,
Quality,,CMS159v12,,,370,,,,,,,,,,,,,,,,
Quality,,CMS50v12,,,374,,,,,,,,,,,,,,,,
Quality,,CMS56v12,,,376,,,Percentage of patients 19 years of age and older who received an elective primary total hip arthroplasty (THA) and completed a functional status assessment within 90 days prior to the surgery and in the 300 – 425 days after the surgery.,,,,,,,,,,,,,
Quality,,CMS90v13,,,377,,,,,,,,,,,,,,,,
Quality,,CMS75v12,,,378,,,"Percentage of children, 1 - 20 years of age at the start of the measurement period, who have had tooth decay or cavities during the measurement period as determined by a dentist",,,,,,,,,,,,,
Quality,,CMS74v13,,,379,,,"Percentage of children, 1 – 20 years of age, who received two fluoride varnish applications during the measurement period as determined by a dentist.",,,,,,,,,,,,,
Quality,,CMS177v12,,,382,,,Percentage of patient visits for those patients aged 6 through 16 years at the start of the measurement period  with a diagnosis of major depressive disorder (MDD) with an assessment for suicide risk,,,,,,,,,,,,,
Quality,,,,,386,,,"Percentage of patients diagnosed with Amyotrophic Lateral Sclerosis (ALS) who were offered assistance in planning for end of life issues (e.g., advance directives, invasive ventilation, lawful physician-hastened death, or hospice) or whose existing end of life plan was reviewed or updated at least once annually or more frequency as clinically indicated (i.e., rapid progression)",,,,,,,,,,,,,
Quality,,,,,391,,,,,,,2024,,,,,,,,,
Quality,One-Time Screening for Hepatitis C Virus (HCV) and Treatment Initiation,,,,400,,,Percentage of patients age >= 18 years have never been tested for Hepatitis C Virus (HCV) infection who receive an HCV infection test AND who have treatment initiated within three months or who are referred to a clinician who treats HCV infection within one month if tested positive for HCV.,,,,,,"Family Medicine, Internal Medicine, Nephrology, ",,multiPerformanceRate,simpleAverage,MIPS CQM,,,
Quality,,,,,402,,,,,,,2024,,,,,,,,,
Quality,,,,,418,,,The percentage of women 65–85 years of age who suffered a fracture and who had either a bone mineral density (BMD) test or prescription for a drug to treat osteoporosis in the six months after the fracture.,,,,,,,,,,,,,
Quality,,CMS347v7,,,438,,,"Percentage of the following patients - all considered at high risk of cardiovascular events - who were prescribed or were on statin therapy during the performance period:
•	All patients who were previously diagnosed with or currently have a diagnosis of clinical atherosclerotic cardiovascular disease (ASCVD), including an ASCVD procedure; OR
•	Patients aged 20 to 75 years who have ever had a low-density lipoprotein cholesterol (LDL-C) level ≥ 190 mg/dL or were previously diagnosed with or currently have an active diagnosis of familial hypercholesterolemia; OR
•	Patients aged 40 to 75 years with a diagnosis of diabetes; OR
•	Patients aged 40 to 75 with a 10-year ASCVD risk score of ≥ 20 percent.",,,,,,,,,,"MIPS CQM, eCQM",,,
Quality,,CMS249v6,,,472,,,,,,,,,,,,,,,,
Quality,,CMS349v6,,,475,,,,,,,,,,,,,,,,
Quality,,CMS771v5,,,476,,,,,,,,,,,,,,,,
Quality,,,,,477,,,"Percentage of patients, aged 18 years and older, undergoing selected surgical procedures that were managed with multimodal pain management.",,,,,,,,,,,,,
Quality,,CMS646v4,,,481,,,,,,,,,,,,,,,,
Quality,,,,,485,,,"The percentage of patients, aged 8 years and older, with a diagnosis of psoriasis where at an initial (index) visit have a patient reported itch severity assessment performed, score greater than or equal to 4, and who achieve a score reduction of 3 or more points at a follow up visit.",,,,,,,,,,,,,
Quality,,,,,486,,,"The percentage of patients, aged 8 years and older, with a diagnosis of dermatitis where at an initial (index) visit have a patient reported itch severity assessment performed, score greater than or equal to 4, and who achieve a score reduction of 3 or more points at a follow up visit.",,,,,,,,,,,,,
Quality,,,,,487,Centers for Medicare & Medicaid Services,,,,,,,,"Allergy/ Immunology, Audiology, Cardiology, Certified Nurse Midwife, Chiropractic Medicine, Clinical Social Work, Dermatology, Emergency Medicine, Endocrinology, Family Medicine, Gastro-enterology, General Surgery, Geriatrics, Infectious Disease, Internal Medicine, Interventional Radiology, Mental/ Behavioral Health and  Psychiatry, Nephrology, Neurology, Neurosurgical, Nutrition/ Dietician, Obstetrics/Gynecology, Oncology/ Hematology, Ophthalmology/Optometry, Orthopedic Surgery, Otolaryngology, Pediatrics, Physical Medicine, Physical Therapy/Occupational Therapy, Plastic Surgery, Podiatry, Preventive Medicine, Pulmonology, Rheumatology, Skilled Nursing Facility, Speech Language Pathology, Thoracic Surgery, Urgent Care, Urology, Vascular Surgery, ",,,,,,,
Quality,,CMS951v2,,,488,,,,,,,,,,,,,,,,
Quality,,,,3620,493,,,,,,,,,,,,,,,,
Quality,Ambulatory Palliative Care Patients’ Experience of Feeling Heard and Understood,,,,495,American Academy of Hospice and Palliative Medicine (AAHPM) ,,The percentage of top-box responses among patients aged 18 years and older who had an ambulatory palliative care visit and report feeling heard and understood by their palliative care clinician and team within 2 months (60 days) of the ambulatory palliative care visit.,Patient-Reported Outcome-Based Performance Measure,Y,2024,,MIPS CQM,"Family Medicine, Internal Medicine, Oncology/Hematology",N,multiPerformanceRate,weightedAverage,,,,N
Quality,Cardiovascular Disease (CVD) Risk Assessment Measure - Proportion of Pregnant/Postpartum Patients that Receive CVD Risk Assessment with a Standardized Instrument,,,,496,"University of California, Irvine",,Percentage of pregnant or postpartum patients who received a cardiovascular disease (CVD) risk assessment with a standardized instrument.,Process,N,2024,,MIPS CQM,"Certified Nurse Midwife, Obstetrics/Gynecology",N,singlePerformanceRate,,,,,N
Quality,Preventive Care and Wellness (composite),,,,497,Centers for Medicare & Medicaid Services,,"Percentage of patients who received age- and sex-appropriate preventive screenings and wellness services. This measure is a composite of seven component measures that are based on recommendations for preventive care by the U.S. Preventive Services Task Force (USPSTF), Advisory Committee on Immunization Practices (ACIP), American Association of Clinical Endocrinology (AACE), and American College of Endocrinology (ACE).",Process,N,2024,,MIPS CQM,"Family Medicine, Geriatrics, Internal Medicine, Obstetrics/Gynecology, Preventive Medicine",N,multiPerformanceRate,weightedAverage,,,,N
Quality,Connection to Community Service Provider,,,,498,OCHIN,,"Percent of patients 18 years or older who screen positive for one or more of the following health related social needs (HRSNs): food insecurity, housing instability, transportation needs, utility help needs, or interpersonal safety; and had contact with a Community Service Provider (CSP) for at least 1 of their HRSNs within 60 days after screening.",Process,Y,2024,,MIPS CQM,"Allergy/Immunology, Audiology, Cardiology, Certified Nurse Midwife, Chiropractic Medicine, Clinical Social Work, Dermatology, Emergency Medicine, Endocrinology, Family Medicine, Gastro-enterology, General Surgery, Geriatrics, Infectious Disease, Internal Medicine, Interventional Radiology, Mental/Behavioral Health and  Psychiatry, Nephrology, Neurology, Neurosurgical, Nutrition/Dietician, Obstetrics/Gynecology, Oncology/ Hematology, Ophthalmology/Optometry, Orthopedic Surgery, Otolaryngology, Pediatrics, Physical Medicine, Physical Therapy/Occupational Therapy, Plastic Surgery, Podiatry, Preventive Medicine, Pulmonology, Rheumatology, Skilled Nursing Facility, Speech Language Pathology, Thoracic Surgery, Urgent Care, Urology, Vascular Surgery",N,singlePerformanceRate,,,,,N
Quality,Appropriate screening and plan of care for elevated intraocular pressure following intravitreal or periocular steroid therapy,,,,499,American Society of Retina Specialists,,"Percentage of patients who had an intravitreal or periocular corticosteroid injection (e.g., triamcinolone, preservative-free triamcinolone, dexamethasone, dexamethasone intravitreal implant, or fluocinolone intravitreal implant) who, within seven (7) weeks following the date of injection, are screened for elevated intraocular pressure (IOP) with tonometry with documented IOP =<25 mm Hg for injected eye OR if the IOP was >25 mm Hg, a plan of care was documented.",Process,N,2024,,MIPS CQM,Ophthalmology/Optometry,N,singlePerformanceRate,,,,,N
Quality,Acute posterior vitreous detachment appropriate examination and follow-up,,,,500,American Society of Retina Specialists,,Percentage of patients with a diagnosis of acute posterior vitreous detachment (PVD) in either eye who were appropriately evaluated during the initial exam and were re-evaluated no later than 8 weeks.,Process,N,2024,,MIPS CQM,Ophthalmology/Optometry,N,singlePerformanceRate,,,,,N
Quality,Acute posterior vitreous detachment and acute vitreous hemorrhage appropriate examination and follow-up,,,,501,American Society of Retina Specialists,,Percentage of patients with a diagnosis of acute posterior vitreous detachment (PVD) and acute vitreous hemorrhage in either eye who were appropriately evaluated during the initial exam and were re-evaluated no later than 2 weeks.,Process,N,2024,,MIPS CQM,Ophthalmology/Optometry,N,singlePerformanceRate,,,,,N
Quality,Improvement or Maintenance of Functioning for Individuals with a Mental and/or Substance Use Disorder,,,,502,American Psychiatric Association,,The percentage of individuals aged 18 and older with a mental and/or substance use disorder who demonstrated improvement or maintenance of functioning based on results from the 12-item World Health Organization Disability Assessment Schedule (WHODAS 2.0) or Sheehan Disability Index (SDS) 30 to 180 days after an index assessment.,Patient-Reported Outcome-Based Performance Measure,Y,2024,,MIPS CQM,"Clinical Social Work, Family Medicine, Internal Medicine, Mental/Behavioral Health and  Psychiatry, Physical Therapy/Occupational Therapy",N,singlePerformanceRate,,,,,N
Quality,Gains in Patient Activation Measure (PAM) Scores at 12 Months,,,,503,"Insignia Health, LLC, a wholly owned subsidiary of Phreesia",,"The Patient Activation Measure (PAM) (Registered Trademark) is a 10- or 13- item questionnaire that assesses an individual's knowledge, skills and confidence for managing their health and health care. The measure assesses individuals on a 0-100 scale that converts to one of four levels of activation, from low (1) to high (4). The PAM performance measure (PAM-PM) is the change in score on the PAM from baseline to follow-up measurement. ",Patient-Reported Outcome-Based Performance Measure,Y,2024,,MIPS CQM,"Allergy/ Immunology, Cardiology, Certified Nurse Midwife, Dermatology, Endocrinology, Family Medicine, Gastro-enterology, Internal Medicine, Nephrology, Neurology, Obstetrics/Gynecology, Oncology/Hematology, Physical Therapy/Occupational Therapy, Podiatry, Preventive Medicine, Pulmonology, Rheumatology, Urology",N,multiPerformanceRate,overallStratumOnly,,,,N
Quality,"Initiation, Review, And/Or Update To Suicide Safety Plan For Individuals With Suicidal Thoughts, Behavior, Or Suicide Risk",,,,504,American Psychiatric Association,,"Percentage of adult aged 18 years and older with suicidal ideation or behavior symptoms (based on results of a standardized assessment tool or screening tool) or increased suicide risk (based on the clinician's evaluation or clinician-rating tool) for whom a suicide safety plan is initiated, reviewed, and/or updated in collaboration between the patient and their clinician.",Process,Y,2024,,MIPS CQM,"Certified Nurse Midwife, Clinical Social Work, Family Medicine, Internal Medicine, Mental/Behavioral Health and  Psychiatry, Obstetrics/Gynecology",N,multiPerformanceRate,overallStratumOnly,,,,N
Quality,Reduction in Suicidal Ideation or Behavior Symptoms,,,,505,American Psychiatric Association,,"The percentage of patients aged 18 and older with a mental and/or substance use disorder AND suicidal thoughts, behaviors or risk symptoms who demonstrated a reduction in suicidal ideation and/or behavior symptoms based on results from the Columbia-Suicide Severity Rating Scale (C-SSRS) 'Screen Version' or 'Since Last Visit' within 120 days after an index assessment.",Patient-Reported Outcome-Based Performance Measure,Y,2024,,MIPS CQM,"Certified Nurse Midwife, Clinical Social Work, Family Medicine, Mental/Behavioral Health and  Psychiatry, Obstetrics/Gynecology",N,singlePerformanceRate,,,,,N
