Category ,Measure Title,CMS eCQM ID,eCQM NQF,NQF,*** Quality Number (#) / QCDR #,Primary Measure Steward,Allowed QCDR Vendor ID,Measure Description,*** Measure Type  ,High Priority,First Performance Year,Year Removed,*** Collection Type(s) for Submission,Specialty Measure Sets,*** Inverse,*** Metric Type,*** Calculation Type,Collection Type(s) where Historic Benchmark Removed,Collection Type(s) where Suppressed,Collection Type(s) where Truncated,Is Risk Adjusted 
QCDR ,,,,,IRIS38,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight) in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,IRIS39,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight) in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,IRIS50,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight) in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,IRIS54,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight) in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,IRIS58,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight) in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,IRIS61,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight) in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,IRIS62,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight) in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,AQI18,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR) in Collaboration with American Society of Anesthesiologists (ASA),,,,,,,,,,,,,,,
QCDR ,,,,,AQI48,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR) in Collaboration with American Society of Anesthesiologists (ASA),,,,,,,,,,,,,,,
QCDR ,,,,,AQI49,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR) in Collaboration with American Society of Anesthesiologists (ASA),,,,,,,,,,,,,,,
QCDR ,,,,,AQI65,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR) in Collaboration with American Society of Anesthesiologists (ASA),,,,,,,,,,,,,,,
QCDR ,,,,,AQI67,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR) in Collaboration with American Society of Anesthesiologists (ASA),,,,,,,,,,,,,,,
QCDR ,,,,,AQI71,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR) in Collaboration with American Society of Anesthesiologists (ASA),,,,,,,,,,,,,,,
QCDR ,,,,,AQI72,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR) in Collaboration with American Society of Anesthesiologists (ASA),,,,,,,,,,,,,,,
QCDR ,,,,,EPREOP30,Anesthesia Quality Registry (AQR QCDR) in Collaboration with Anesthesia Quality Institute (AQI) and American Society of Anesthesiologists (ASA),,,,,,,,,,,,,,,
QCDR ,,,,,EPREOP31,Anesthesia Quality Registry (AQR QCDR) in Collaboration with Anesthesia Quality Institute (AQI) and American Society of Anesthesiologists (ASA),,,,,,,,,,,,,,,
QCDR ,,,,,AAN22,Axon Registry in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,AAN25,Axon Registry in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,AAN31,Axon Registry in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,AAN32,Axon Registry in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,AAN34,Axon Registry in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,AAN35,Axon Registry in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,AAN5,Axon Registry in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,AAN8,Axon Registry in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,AAN9,Axon Registry in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,AAN36,Axon Registry in Collaboration with Verana Health,,,,,,,,,,,,,,,
QCDR ,,,,,GIQIC23,"GIQuIC in Collaboration with American College of Gastroenterology, American Society for Gastrointestinal Endoscopy, and Health Catalyst",,,,,,,,,,,,,,,
QCDR ,,,,,GIQIC26,"GIQuIC in Collaboration with American College of Gastroenterology, American Society for Gastrointestinal Endoscopy, and Health Catalyst",,,,,,,,,,,,,,,
QCDR ,,,,,NHCR4,"GIQuIC in Collaboration with American College of Gastroenterology, American Society for Gastrointestinal Endoscopy, and Health Catalyst",,,,,,,,,,,,,,,
QCDR ,,,,,MBHR1,MBHR Mental and Behavioral Health Registry in Collaboration with Healthmonix,,,,,,,,,,,,,,,
QCDR ,,,,,MBHR10,MBHR Mental and Behavioral Health Registry in Collaboration with Healthmonix,,,,,,,,,,,,,,,
QCDR ,,,,,MBHR11,MBHR Mental and Behavioral Health Registry in Collaboration with Healthmonix,,,,,,,,,,,,,,,
QCDR ,,,,,MBHR13,MBHR Mental and Behavioral Health Registry in Collaboration with Healthmonix,,,,,,,,,,,,,,,
QCDR ,,,,,MBHR14,MBHR Mental and Behavioral Health Registry in Collaboration with Healthmonix,,,,,,,,,,,,,,,
QCDR ,,,,,MBHR15,MBHR Mental and Behavioral Health Registry in Collaboration with Healthmonix,,,,,,,,,,,,,,,
QCDR,,,,,MBHR16,MBHR Mental and Behavioral Health Registry in Collaboration with Healthmonix,,,,,,,,,,,,,,,
QCDR ,,,,,MBHR18,MBHR Mental and Behavioral Health Registry in Collaboration with Healthmonix,,,,,,,,,,,,,,,
QCDR ,,,,,MBHR2,MBHR Mental and Behavioral Health Registry in Collaboration with Healthmonix,,,,,,,,,,,,,,,
QCDR ,,,,,MBHR7,MBHR Mental and Behavioral Health Registry in Collaboration with Healthmonix,,,,,,,,,,,,,,,
QCDR ,,,,,MBHR8,MBHR Mental and Behavioral Health Registry in Collaboration with Healthmonix,,,,,,,,,,,,,,,
QCDR ,,,,,MBHR9,MBHR Mental and Behavioral Health Registry in Collaboration with Healthmonix,,,,,,,,,,,,,,,
QCDR ,,,,,PP11,PsychPRO in Collaboration with Health Catalyst,,,,,,,,,,,,,,,
QCDR ,,,,,MEX5,Registry Clearinghouse in Collaboration with Ohio Foot and Ankle Medical Association,,,,,,,,,,,,,,,
QCDR ,,,,,REGCLR1,Registry Clearinghouse in Collaboration with Ohio Foot and Ankle Medical Association,,,,,,,,,,,,,,,
QCDR ,,,,,REGCLR3,Registry Clearinghouse in Collaboration with Ohio Foot and Ankle Medical Association,,,,,,,,,,,,,,,
QCDR ,,,,,REGCLR5,Registry Clearinghouse in Collaboration with Ohio Foot and Ankle Medical Association,,,,,,,,,,,,,,,
QCDR ,,,,,REGCLR8,Registry Clearinghouse in Collaboration with Ohio Foot and Ankle Medical Association,,,,,,,,,,,,,,,
QCDR ,,,,,RCOIR14,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group in Collaboration with Renal Physicians Association (RPA)",,,,,,,,,,,,,,,
QCDR ,,,,,RCOIR15,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group in Collaboration with Renal Physicians Association (RPA)",,,,,,,,,,,,,,,
QCDR ,,,,,RCOIR12,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group in Collaboration with Renal Physicians Association (RPA)",,,,,,,,,,,,,,,
QCDR ,,,,,RCOIR13,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group in Collaboration with Renal Physicians Association (RPA)",,,,,,,,,,,,,,,
QCDR ,,,,,RPAQIR14,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group in Collaboration with Renal Physicians Association (RPA)",,,,,,,,,,,,,,,
QCDR ,,,,,RPAQIR15,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group in Collaboration with Renal Physicians Association (RPA)",,,,,,,,,,,,,,,
QCDR ,,,,,USWR22,"U.S. Wound Registry in Collaboration with Intellicure, LLC",,,,,,,,,,,,,,,
QCDR ,,,,,USWR30,"U.S. Wound Registry in Collaboration with Intellicure, LLC",,,,,,,,,,,,,,,
QCDR ,,,,,USWR33,"U.S. Wound Registry in Collaboration with Intellicure, LLC",,,,,,,,,,,,,,,
QCDR ,,,,,USWR34,"U.S. Wound Registry in Collaboration with Intellicure, LLC",,,,,,,,,,,,,,,
QCDR ,,,,,USWR35,"U.S. Wound Registry in Collaboration with Intellicure, LLC",,,,,,,,,,,,,,,
QCDR ,,,,,USWR32,"U.S. Wound Registry in Collaboration with Intellicure, LLC",,,,,,,,,,,,,,,
QCDR ,,,,,USWR36,"U.S. Wound Registry in Collaboration with Intellicure, LLC",,,,,,,,,,,,,,,
QCDR ,,,,,UREQA10,UREQA (United Rheumatology Effectiveness and Quality Analytics) in Collaboration with HealthAdvanta,,,,,,,,,,,,,,,
QCDR ,,,,,UREQA2,UREQA (United Rheumatology Effectiveness and Quality Analytics) in Collaboration with HealthAdvanta,,,,,,,,,,,,,,,
QCDR ,,,,,UREQA8,UREQA (United Rheumatology Effectiveness and Quality Analytics) in Collaboration with HealthAdvanta,,,,,,,,,,,,,,,
QCDR ,,,,,UREQA9,UREQA (United Rheumatology Effectiveness and Quality Analytics) in Collaboration with HealthAdvanta,,,,,,,,,,,,,,,
