Category ,Measure Title,CMS eCQM ID,eCQM NQF,NQF,*** Quality Number (#) / QCDR #,Primary Measure Steward,Allowed QCDR Vendor ID,Measure Description,*** Measure Type  ,High Priority,First Performance Year,Year Removed,*** Collection Type(s) for Submission,Specialty Measure Sets,*** Inverse,*** Metric Type,*** Calculation Type,Collection Type(s) where Historic Benchmark Removed,Collection Type(s) where Suppressed,Collection Type(s) where Truncated,*** Collection Type(s) where 7-point Cap Removed,Collection Type(s) where Historic Benchmark Removed ** Special Rules **,Is Risk Adjusted 
QCDR,,,,,ACEP53,,,"Percentage of emergency department visits for patients aged 18-50 years presenting with flank pain with a history of kidney stones during which no imaging is ordered, OR appropriate imaging (i.e., plain film radiography or ultrasound) is ordered.",,,,,,,,,,,,,,,
QCDR,,,,,CAP40,,,"Percentage of final pathology reports for excisions for squamous cell carcinoma of the skin that include a comment on margin status, degree of differentiation/histologic grade, depth or level of invasion, presence of perineural invasion* and presence of lymphovascular invasion

*Perineural invasion defined as tumor cells within the nerve sheath of a nerve deep to the dermis or with a caliber of 0.1 mm or higher.",,,,,,,,,,,,,,,
QCDR,Repeat screening or surveillance colonoscopy recommended within one year due to inadequate bowel preparation,,,,NHCR4,,,Percentage of patients recommended for repeat screening or surveillance colonoscopy or an alternate tier 1 or tier 2 colorectal cancer screening modality within one year or less due to inadequate bowel preparation quality,,,,,,,,,,,,,,,
QCDR,,,,,CAP41,,,"Percentage of final pathology reports for excisions for basal cell carcinoma of the skin that include a comment on histologic subtype, margin status, presence or absence of invasion beyond the reticular dermis (or for Moh’s specimens, anatomic level of invasion), and perineural invasion where required.",,,,,,,,,,,,,,,
QCDR,,,,,HCPR26,,,,,,,2025,,,,,,,,,,,
QCDR,"Heart Failure (HF): SGLT-2 Inhibitor Therapy for Left Ventricular Systolic Dysfunction (LVSD)

",,,,HCPR28,The PQR; H-CPR (Hospitalist –Clinical Performance Registry),"4757099, 1725296, 8483899, 3967247","Percentage of patients aged 18 years and older with a diagnosis of heart failure (HF) with a current or prior left ventricular ejection fraction (LVEF) less than or equal to 40% who were prescribed SGLT-2 Inhibitors during their SNF stay or at the time of discharge

",Process,N,2025,,QCDR,,N,singlePerformanceRate,,,,,,,N
QCDR,,,,,AAO23,,,,,,,2025,,,,,,,,,,,
QCDR,,,,,MSN13,,"5303416, 6704504, 6394618, 7746687","Percentage of patients, regardless of age, who undergo Coronary Calcium Scoring with a computed tomography (CT) of the heart, who have measurable coronary artery calcification (CAC) with total CACS, regional distribution scoring, AND whether or not the regional distribution/total CACS warrant further evaluation documented in the Final report.

",,,,,,,,,,,,,,,
QCDR,,,,,QMM16,,,"Percentage of final reports for eligible exams where an IVC filter is present and the radiologist included a statement of recommendation in the Impression of the report for the treating clinician to:
1) Assess if there is a management plan in place for the patient’s IVC filter, 
AND 
2) If there is no established management plan for the patient’s IVC filter, refer the patient to a relevant specialist on a nonemergent basis for evaluation.",,,,,,,,,,,,,,,
QCDR,,,,,QMM26,,"5303416, 6704504, 6394618, 7746687","Percentage of patients, aged 50-years-old or older, who have had a screening ultrasound for an abdominal aortic aneurysm (AAA), with positive or negative findings, that have recognized clinical follow up recommendations documented in the final report and direct communication of findings greater than or equal to 5.5 cm in size made to the ordering provider.

",,,,,,,,,,,,,,,
QCDR,,,,,AAO39,,,"Percentage of patients aged 18 years and older diagnosed with a neck mass and suspected/increased risk of malignancy who had a fine needle aspiration (FNA), or refer the patient to someone who can perform FNA and receive a neck computed tomography (or magnetic resonance imaging) with contrast.",,,,,,,,,,,,,,,
QCDR,,,,,RCOIR13,,,"Percentage of clinically successful percutaneously created arteriovenous fistulae (pAVF) for patients on maintenance hemodialysis.

",,,,,,,,,,,,,,,
QCDR,,,,,CAP42,,,"Percentage of esophageal biopsy reports for with a diagnosis of Barrett’s mucosa with dysplasia that include documentation of a consultation* with a second pathologist for confirmation of dysplasia grading.

*Consultation at the time of diagnosis or addendum to preliminary pathology report",,,,,,,,,,,,,,,
QCDR,,,,,CAP34,,,"Percentage of non-small cell lung cancer (NSCLC) pathology reports that include anaplastic lymphoma kinase (ALK), epidermal growth factor receptor (EGFR), AND tyrosine protein kinase ROS1 mutation status.",,,,,,,,,,,,,,,
QCDR,,,,,FOTO5,,,"This is a patient-reported outcome performance measure (PRO-PM) consisting of a patient-reported outcome measure (PROM) of risk-adjusted functional status (FS) change in balance confidence for patients aged 14+ with balance impairments. The change in FS is assessed using the FOTO Balance Confidence, an item-response theory-based PROM derived from the 16-items of the Activities-specific Balance Confidence (ABC) Scale©, (1-3) scored using the T-score metric (mean=50, SD=10), with higher scores representing higher balance confidence.(4)

Patient responses to ABC Scale© items may be used to directly score Balance Confidence PROM, thus allowing clinicians  flexibility of choice of PROM used in routine clinical care without adding to patient response burden. In order to fairly measure performance between providers, this quality measure is risk-adjusted to patient characteristics known to be associated with FS outcomes and used as a performance measure the patient and provider levels to assess quality.",,,,,,,,,,,,,,,
QCDR,,,,,FOTO4,,,"This is a patient-reported outcome performance measure (PRO-PM) consisting of a patient-reported outcome measure (PROM) of risk-adjusted change in functional status (FS) for patients aged 14 years and older with lymphedema or other causes of edema. For patients with such conditions affecting the arm, hand, chest, or breast body regions, the change in FS is assessed using the FOTO Upper Quadrant Edema (UQE) FS PROM.1 For patients with such conditions affecting the leg, foot, groin, or lower trunk regions, the change in FS is assessed using the FOTO Lower Quadrant Edema (LQE) FS PROM.2 PROM scores were scaled to the 0-100 metric, with higher scores representing higher perceived functional status. 

To fairly measure performance between providers, the measure is risk-adjusted to patient characteristics known to be associated with FS outcomes and used as a performance measure at the patient and provider levels to assess quality.",,,,,,,,,,,,,,,
QCDR,,,,,ABFM13,,,"This measure evaluates the extent primary care physicians (PCPs) provide care-based and procedural-based services core to primary care. For each PCP, the resulting value reflects an average of the weighted proportion of services within each category provided during the measurement period.
      
Primary care providers (PCPs) caring for at least 30 patients per measurement year score between 0 and 100 in scaled scores of comprehensiveness. Scores are based on weighted averages of 19 care-based and 20 procedural-based core primary care services.

Inclusion criteria: Primary care physicians who have provided care to 30 or more patients regardless of age within the measurement period (the performance year and the 12 months prior to the performance year).See Figure 1: Physician and Care Site Identifier in the Measure Specification Figures and Tables document under the Additional Supporting Documentation section for the variables used to determine if physicians meet the inclusion criteria (Step 1 and 2 of the Measure Calculation Algorithm (also found in the Measure Specification Figures and Tables document).

Throughout this application, since the fields do not accept scientific formulas, tables or figures, we have attached those items in the Additional Supporting Documentation section.",,,,,,,,,,,,,,,
QCDR,,,,,USWR30,,,"Percentage of patients aged 18 years or older with a non-healing lower extremity wound or ulcer that undergo a non-invasive arterial assessment once in a 12-month period

",,,,,,,,,,,,,,,
QCDR,,,,,USWR33,,,"Percentage of diabetic foot ulcers that have achieved healing or closure within 6 months, stratified by the Wound Healing Index.",,,,,,,,,,,,,,,
QCDR,,,,,USWR35,,,"Percentage of visits in which diabetic foot ulcers received adequate off-loading during the 12-month reporting period, appropriate to the location of the ulcer. (Off-loading is not a simple documentation process but may include performing a procedure such as Total Contact Casting or special bandaging.)",,,,,,,,,,,,,,,
QCDR,,,,,USWR32,,,Percentage of venous leg ulcer visits among patients aged 18 years and older in which adequate compression is performed at each treatment visit during the 12-month reporting period. Arterial status must first be assessed to ensure that compression can be implemented safely.,,,,,,,,,,,,,,,
QCDR,,,,,PIMSH16,,,,,Y,,,,,,,,,,,,,
QCDR,,,,,AJRR12,,"6394618, 5224253, 1157686, 3967247",,,,,,,,,,simpleAverage,,,,,,
QCDR,,,,,AAD14,,,,,,,2025,,,,,,,,,,,
QCDR,,,,,AAD19,,,,,,,2025,,,,,,,,,,,
QCDR,,,,,AAD7,,,,,,,2025,,,,,,,,,,,
QCDR,,,,,AQI67,,,,,,,2025,,,,,,,,,,,
QCDR,,,,,AQI72,,,,,,,2025,,,,,,,,,,,
QCDR,,,,,AQUA26,,,,,,,2025,,,,,,,,,,,
QCDR,,,,,CAP28,,,,,,,2025,,,,,,,,,,,
QCDR,,,,,ECPR39,,,,,,,2025,,,,,,,,,,,
QCDR,,,,,FOTO6,,,,,,,2025,,,,,,,,,,,
QCDR,,,,,IRIS24,,,,,,,2025,,,,,,,,,,,
QCDR,,,,,MBHR9,,,,,,,2025,,,,,,,,,,,
QCDR,,,,,OEIS6,,,,,,,2025,,,,,,,,,,,
QCDR,,,,,OEIS7,,,,,,,2025,,,,,,,,,,,
QCDR,,,,,OEIS8,,,,,,,2025,,,,,,,,,,,
QCDR,,,,,AQUA36,,,Percentage of newly diagnosed low risk patients on active surveillance who receive confirmation biopsy within 24 months of diagnosis,,,,,,,,,,,,,,,
QCDR,,,,,RPAQIR15,,,Percentage of clinically successful arteriovenous fistulae (AVF) thrombectomies for patients on maintenance hemodialysis.,,,,,,,,,,,,,,,
QCDR,,,,,AAO37,,,Percentage of patients who were diagnosed with dysphonia that failed to resolve within 4 weeks and received a laryngoscopy,,,,,,,,,,,,,,,
QCDR,,,,,THEPQR4,,"1725296, 4757099, 3967247",,,,,,,,,,,,,,,,
QCDR,,,,,PQRANES1,,"7746687, 4757099",,,,,,,,,,,,,,,,
QCDR,,,,,PIMSH13,,"7037323, 8794712",,,,,,,,,,,,,,,,
QCDR,,,,,MSN15,,"5303416, 6704504, 6394618, 7746687",,,,,,,,,,,,,,,,
QCDR,,,,,MEDNAX55,,"5303416, 6394618, 7746687",,,,,,,,,,,,,,,,
QCDR,,,,,HCPR27,,"8483899, 4757099, 1725296, 1718371",,,,,,,,,,,,,,,,
QCDR,,,,,HCPR20,,"5133825, 4757099, 8483899",,,,,,,,,,,,,,,,
QCDR,,,,,ECPR58,,"1718371, 8483899",,,,,,,,,,,,,,,,
QCDR,,,,,ECPR51,,"5133825, 1718371, 4757099, 8483899",,,,,,,,,,,,,,,,
QCDR,,,,,ECPR46,,"5133825, 4757099, 3967247, 1725296, 1718371",,,,,,,,,,,,,,,,
QCDR,,,,,AQI71,,"5551268, 6169123, 6775913, 9181695, 7418330",,,,,,,,,,,,,,,,
QCDR,,,,,AQI65,,"5551268, 6169123, 6775913, 7418330, 9181695, 7746687",,,,,,,,,,,,,,,,
QCDR,,,,,AQI49,,"5551268, 6775913, 7418330, 7746687, 6169123, 9181695",,,,,,,,,,,,,,,,
QCDR,,,,,AQI48,,"5551268, 6169123, 6775913, 9181695, 7418330",,,,,,,,,,,,,,,,
QCDR,,,,,AQI18,,"5551268, 6169123, 6775913, 7418330, 9181695",,,,,,,,,,,,,,,,
QCDR,,,,,ACRAD41,,"5303416, 6704504, 7037323, 6394618, 7746687",,,,,,,,,,,,,,,,
QCDR,,,,,ACRAD37,,"5303416, 7037323, 6394618",,,,,,,,,,,,,,,,
QCDR,,,,,ACRAD36,,"6704504, 7037323, 6394618, 7746687, 5303416",,,,,,,,,,,,,,,,
QCDR,,,,,ACEP63,,5133825,,,,,,,,,,,,,,,,
QCDR,,,,,ACEP59,,"5133825, 1718371, 1725296",,,,,,,,,,,,,,,,
QCDR,,,,,ABG44,,"5551268, 6169123, 6775913, 9181695, 7418330, 7746687",,,,,,,,,,,,,,,,
QCDR,,,,,ABG42,,"5551268, 6775913, 9181695, 7418330",,,,,,,,,,,,,,,,
QCDR,COPD Exacerbation or CHF Exacerbation requiring Hospital Admission: Palliative Care Evaluation,,,,ACQR16,Emergency and Acute Care Clinical Registry (EACCR),4757099,"Patients admitted with 2 or more COPD exacerbations in 12 months or a single admission for COPD with hypercapnic respiratory failure, or being discharged to a SNF or LTACH should receive an evaluation from a palliative care professional, if available; and patients admitted with AHA Class D heart failure and/or patients admitted with Congestive Heart Failure (any class) being discharged to a SNF or LTACH should receive an evaluation from a palliative care professional, if available",Efficiency,Y,2019,,QCDR,,N,singlePerformanceRate,,,,,,,N
QCDR,Appropriate Utilization of Focused Assessment with Sonography for Trauma (FAST) Exam in the Emergency Department,,,,ACEP54,ACEP's Clinical Emergency Data Registry (CEDR),5133825,Percentage of emergency department visits for patients aged 18 years and older presenting with Hemodynamically unstable Blunt Abdominal Trauma (blunt trauma and a systolic blood pressure less than 90 mmHg or heart rate >120 bpm) or penetrating thoracoabdominal trauma who had a FAST exam ordered and/or performed during the emergency,Process,Y,2021,,QCDR,,N,singlePerformanceRate,,,,,,,N
QCDR,Regaining Vision After Cataract Surgery,,,,IRIS59,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),3927141,Percentage of eyes of patients aged 18 years and older with a diagnosis of cataract had cataract surgery and had 20/20 best-corrected distance visual acuity or better OR an improvement in best-corrected distance visual acuity achieved within 30 days following the cataract surgery. Weighted average of performance rates reported.,Outcome,Y,2020,,QCDR,,N,multiPerformanceRate,weightedAverage,,,,,,N

