Category ,Measure Title,CMS eCQM ID,eCQM NQF,NQF,*** Quality Number (#) / QCDR #,Primary Measure Steward,Allowed QCDR Vendor ID,Measure Description,*** Measure Type  ,High Priority,First Performance Year,Year Removed,*** Collection Type(s) for Submission,Specialty Measure Sets,*** Inverse,*** Metric Type,*** Calculation Type,Collection Type(s) where Historic Benchmark Removed,Collection Type(s) where Suppressed,Collection Type(s) where Truncated,Is Risk Adjusted 
QCDR,Patient-Reported Understanding of Discharge Diagnosis and Plan of Care after Emergency Department Visit,,,,ECPR58,E-CPR (Emergency - Clinical Performance Registry),1718371,Percentage of Adult Patients Who Completed a Survey Regarding Their Emergency Department Visit Who Reported Understanding of Their Discharge Diagnosis and Plan of Care,Patient-Reported Outcome-based Performance Measure,Y,2023,,QCDR,,N,singlePerformanceRate,,,,,N
QCDR,Low Flow Inhalational General Anesthesia,,,,ABG44,ABG QCDR,5551268,"Percentage of patients aged 18 years or older, who undergo an elective procedure lasting 30 minutes or longer requiring inhalational general anesthesia who during the maintenance phase of the anesthetic have a total fresh gas flow < 1 L/min (< 2 L/min for Sevoflurane).",Efficiency ,Y,2023,,QCDR,,N,singlePerformanceRate,,,,,N
QCDR,Psoriasis – Appropriate Assessment & Treatment of Severe Psoriasis,,,,AAD15,AAD’s DataDerm™,4649789,Percentage of patients with a diagnosis of severe psoriasis without a documented Body Surface Area (BSA) or a documented BSA greater than 10% for whom phototherapy or an oral systemic or biologic medication was prescribed.,Process,N,2023,,QCDR,,N,singlePerformanceRate,,,,,N
QCDR,Acute Rib Fracture Numbering on ED Trauma Patients,,,,QMM24,"MSN Healthcare Solutions, LLC",6394618,"All patients, regardless of age, who undergo a CT/CTA of the chest in the Emergency Department with a diagnosis of an acute rib fracture(s), who have documentation of rib fracture numbering, laterality of rib fracture(s), and presence or absence of ribs fractured in two or more places.",Process,Y,2023,,QCDR,,N,singlePerformanceRate,,,,,N
QCDR,High Intensity Statin Prescribed for Acute and Subacute Ischemic Stroke and Transient Ischemic Attack (TIA),,,,THEPQR1,The PQR,1725296,Acute and subacute ischemic stroke and confirmed Transient Ischemic Attack (TIA) patients prescribed or continuing to take a high intensity statin at time of hospital discharge,Process,N,2023,,QCDR,,N,singlePerformanceRate,,,,,N
QCDR,Low dose cancer screening recommendation for computed tomography (CT) and computed tomography angiography (CTA) of chest with diagnosis of Emphysema.,,,,QMM23,"MSN Healthcare Solutions, LLC",6394618,"Percentage of emphysema patients, aged 50-77 at the time of service, undergoing a CT/CTA of the chest with a recommendation made to consider patient for low dose cancer screening documented in the Final Report.",Process,Y,2023,,QCDR,,N,singlePerformanceRate,,,,,N
QCDR,Discontinuation of  Proton Pump Inhibitors for patients who do not meet criteria for long-term utilization.,,,,THEPQR2,The PQR,1725296,The percentage of patients on a Proton Pump Inhibitor with an appropriately documented indication or an order for discontinuation for not meeting criteria for long-term utilization.,Process,Y,2023,,QCDR,,N,singlePerformanceRate,,,,,N
QCDR,High-Risk Human Papillomavirus Status to Inform Patient Prognosis in Oropharyngeal Squamous Cell Carcinoma,,,,CAP39,Pathologists Quality Registry,5688621,Percentage of pathology reports for suspected or confirmed invasive oropharyngeal squamous cell carcinoma (OPSCC) with high-risk HPV status documented,Process,Y,2023,,QCDR,,N,singlePerformanceRate,,,,,N
QCDR,Use of Structured Reporting for Urine Cytology Specimens,,,,QMM25,MSN Healthcare Solutions QCDR II,8947139,"The percentage of Final Reports on Urine cytology specimens, for patients of any age, that utilize The Paris System (TPS) for reporting urinary cytology.",Process,Y,2023,,QCDR,,N,singlePerformanceRate,,,,,N
QCDR,Ankylosing Spondylitis: Controlled Disease Or Improved Disease Function ,,,,UREQA10,UREQA (United Rheumatology Effectiveness and Quality Analytics),1649514,Percentage of qualifying visits for patients aged 18 years and older with a diagnosis of ankylosing spondylitis whose most recent BASDAI score is less than 4 OR who were in suboptimal disease control (BASDAI score >= 4.0) and who have seen an improvement by at least one point over the previous BASDAI score within the last 12 months.,Outcome,Y,2023,,QCDR,,N,singlePerformanceRate,,,,,N
QCDR,Cement Use for Displaced Femoral Neck Fracture in Older Adults,,,,AJRR10,AAOS Orthopaedic Quality Resource Center,5224253,"Percentage of patients ages 70 years and older, undergoing hip arthroplasty with a displaced femoral neck fracture, who received a cemented femoral stem",Process,N,2023,,QCDR,,N,singlePerformanceRate,,,,,N
QCDR,Hospital admissions or infectious complications within 30 days of prostate biopsy,,,,AQUA8,,,"Percentage of patients with urinary retention, infection, inpatient consultation, or hospital admission for infection or sepsis within 30 days of undergoing a prostate biopsy",,,,,,,,,,,,,
QCDR,Improvement Or Maintenance In Recovery For All Individuals Seen For Mental Health And/Or Substance Use Care,,,,PP11,,,,,,,,,,,,,,,,
QCDR,"Initiation, Review, And/Or Update To Suicide Safety Plan For Individuals With Suicidal Thoughts, Behavior, Or Suicide Risk",,,,PP12,,,"This measure assesses the percentage of adult aged 18 and older with a mental and/or substance use disorder with suicidal ideation or behavior symptoms (based on results of a standardized assessment tool) or increased suicide risk (based on the clinician’s evaluation) for whom a suicide safety plan is initiated, reviewed, and/or updated in collaboration between the patient and their clinician.",,,,,,,,,,,,,
QCDR,,,,,QOPI27,,,,,,,2023,,,,,,,,,
QCDR,,,,,POLAR1,,,,,,,2023,,,,,,,,,
QCDR,,,,,PIMSH8,,,,,,,2023,,,,,,,,,
QCDR,Prostate Cancer: Active Surveillance/Watchful Waiting for Newly-Diagnosed Low Risk Prostate Cancer Patients,,,,MUSIC4,,,Proportion of patients newly diagnosed with low-risk prostate cancer managed with active surveillance or watchful waiting,,,,,,,,,,,,,
QCDR,Otitis Media with Effusion (OME): Hearing Test for Chronic OME > or = 3 months,,,,AAO21,,,"Percentage of patients age 6 months to 12 years of age at the time of the visit with a diagnosis of otitis media with effusion (OME) including chronic serous, mucoid, or nonsuppurative OME of > or = 3 months duration who had audiometry performed, ordered, or who were referred for an audiometric evaluation",,,,,,,,,,,,,
QCDR,Functional Status Change for Patients with Upper or Lower Quadrant Edema,,,,FOTO4,,,"This is a patient-reported outcome performance measure (PRO-PM) consisting of a patient-reported outcome measure (PROM) of risk-adjusted change in functional status (FS) for patients aged 14 years+ with lymphedema or other causes of edema. For patients with such conditions affecting the leg, foot, groin, or lower trunk regions, the change in FS is assessed using the FOTO Lower Quadrant Edema (LQE) FS PROM. For patients with such conditions affecting the arm, hand, chest, or breast body regions, the change in FS is assessed using the FOTO Upper Quadrant Edema (UQE) FS PROM. PROM scores were scaled to the 0-100 metric, with higher scores representing higher perceived functional status. In order to fairly measure performance between providers, the measure is risk-adjusted to patient characteristics known to be associated with FS outcomes and used as a performance measure at the patient and provider levels to assess quality.",,,,,,,,singlePerformanceRate,,,,,
QCDR,Functional Status Change in Dizziness,,,,FOTO6,,,"This is a patient-reported outcome performance measure (PRO-PM) consisting of a patient-reported outcome measure (PROM) of risk-adjusted functional status (FS) change for patients aged 14 years and older with vestibular and other dizziness-related impairments. The change in FS is assessed using the FOTO Dizziness Positional Status (DPS) or Dizziness Functional Status (DFS) PROM; these are item-response theory-based PROMs developed using items from the Dizziness Handicap Inventory (DHI), scored using the T-score metric (mean=50, SD=10), with higher scores representing better FS. 

The DPS and DFS measure separate domains represented within DHI items.  The DPS score will be applied to this quality measure for patients with a statistically derived DPS cut-score (T-score) of 55 or lower whereas the DFS score will be applied for patients with a DPS T-score of greater than 55 at initial evaluation.  This approach is consistent with clinical and research observations that two types of vestibular impairments, positional- and functional-dominant, may have distinctly different clinical presentations and expected outcomes.  

Using a single PROM score derived from all 25 DHI items is not recommended due to score validity weaknesses; robust analyses using extensive exploratory and confirmatory factor analyses based on over 28,000 episodes of care determined the DHI items represent multiple domains, thus using a single overall score would pose a threat to validity. However, patient responses to DHI items may be used to directly score the DPS and DFS, allowing clinicians greater flexibility of choice of PROM used in routine clinical care without adding to clinician nor patient burden.

To fairly measure performance between providers, this quality measure is risk-adjusted to patient characteristics known to be associated with FS outcomes and used as a performance measure at the patient and provider levels to assess quality.",,,,,,,,,,,,,
QCDR,,,,,PIMSH12,,,,,,,2023,,,,,,,,,
QCDR,,,,,QMM17,,,"The percentage of final reports for female patients receiving a transvaginal ultrasound (US) examination of the pelvis (including transabdominal/transvaginal exams) where a lesion is detected, in which the radiologist describes the lesion using ORADS Lexicon Descriptors, provides ORADS score, and subsequently makes the correct clinical management recommendation based on the ORADS Risk Stratification and Management System.",,,,,,,,,,,,,
QCDR,,,,,CAP22,,,"Percentage of final pathology reports for biopsies that meet the maximum 2 business day turnaround time (TAT) requirement (Report Date – Accession Date is less than or equal to 2 business days).
INSTRUCTIONS: This measure is to be reported each time a biopsy is performed during the performance period.",,,,,,,,,,,,,
QCDR,,,,,AQI65,,,"Percentage of patients, aged 18 years and older, undergoing a procedure using cardiopulmonary bypass who did not have a documented intraoperative pulmonary artery, oropharyngeal, or nasopharyngeal temperature greater than or equal to 37.0 degrees Celsius during the period of cardiopulmonary bypass",,,,,,,,,,,,,
QCDR,,,,,PP10,,,"Percentage of adults 18 years of age and older with a mental and/or substance use disorder, who had a comprehensive index assessment in the measurement period with monitoring and care plan review",,,,,,,,,,,,,
QCDR,,,,,PP13,,,"The percentage of individuals aged 18 and older with mental health or substance use disorders who demonstrate a reduction in suicidal ideation and/or behavior symptoms based on results from the Columbia-Suicide Severity Rating Scale ‘Screen Version’ (CSSRS), within 120 days after an index assessment.",,,,,,,,,,,,,
QCDR,,,,,GIQIC24,,,The percentage of male patients aged 45 to 75 years with at least one conventional adenoma or colorectal cancer detected during screening colonoscopy,,,,,,,,,,,,,
QCDR,,,,,GIQIC25,,,The percentage of female patients aged 45 to 75 years with at least one conventional adenoma or colorectal cancer detected during screening colonoscopy,,,,,,,,,,,,,
QCDR,,,,,GIQIC23,,,Percentage of procedures among average-risk patients aged 45 to 75 years receiving a screening colonoscopy with biopsy or polypectomy and pathology findings who had a follow-up interval consistent with US Multi-Society Task Force (USMSTF) recommendations for repeat colonoscopy documented in their colonoscopy report,,,,,,,,,,,,,
QCDR,,,,,RCOIR12,,,Percentage of tunneled central venous access catheter insertions or replacements that resulted in successful dialysis treatment in patients with end-stage renal disease (ESRD).,,,,,,,,,,,,,
QCDR,,,,,RCOIR7,,,Percentage of interventions for prolonged vascular access site bleeding that resulted in a reduction in bleeding.,,,,,,,,,,,,,
QCDR,,,,,RCOIR10,,,Percentage of endovascular interventions that resulted in improvement in upper extremity edema in patients with end-stage renal disease (ESRD),,,,,,,,,,,,,
QCDR,,,,,RPAQIR15,,,Percentage of clinically successful arteriovenous fistulae (AVF) thrombectomies for patients on maintenance hemodialysis dialysis,,,,,,,,,,,,,
QCDR,,,,,ABFM12,,,"This is a measure evaluating primary care physicians (PCPs); for each PCP, the denominator is all patients seen during the evaluation period who had at least 2 PCP visits. The numerator is the number of those patients whose Bice-Boxerman Continuity of Care Index is >= 0.7. The Bice-Boxerman index is a validated measure of patient-level care continuity that ranges from 0 to 1; 0 reflects completely disjointed care and 1 reflects complete continuity with the same PCP for all visits. The Bice-Boxerman index was used in a previously NQF endorsed measure for children with medical complexity. Compared to lower scores (e.g., 0.6 or lower), continuity index scores of 0.7 or higher have been associated with significantly lower Medicare expenditures and significantly lower odds of hospitalization.1
References: 
1. Higher Primary Care Physician Continuity is Associated with Lower Costs and Hospitalizations. Bazemore et al. Annals of Family Medicine. 2018. 16, 492-497.",,,,,,,,,,,,,
QCDR,,,,,FOTO5,,,"This is a patient-reported outcome performance measure (PRO-PM) consisting of a patient-reported outcome measure (PROM) of risk-adjusted functional status (FS) change in balance confidence for patients aged 14+ with balance impairments. The change in FS is assessed using the FOTO Balance Confidence, an item-response theory-based PROM derived from the 16-items of the Activities-specific Balance Confidence (ABC) Scale©, scored using the T-score metric (mean=50, SD=10), with higher scores representing higher balance confidence. 

Patient responses to ABC Scale© items may be used to directly score Balance Confidence PROM, thus allowing clinicians  flexibility of choice of PROM used in routine clinical care without adding to patient response burden. In order to fairly measure performance between providers, this quality measure is risk-adjusted to patient characteristics known to be associated with FS outcomes and used as a performance measure  at the patient and provider levels to assess quality.

1.	© Dr. Anita M. Myers, University of Waterloo, Waterloo, Ontario, Canada.
2.	Powell LE & Myers AM.  The Activities-specific Balance Confidence (ABC) Scale. J Gerontol Med Sci 1995; 50 (1):M28-34.
3.	Myers AM, Powell LE, Maki BE et al. Psychological indicators of balance confidence: Relationship to actual and perceived abilities. J Gerontol Med Sci 1996; 51A: M37-43.
4.	Myers AM, Fletcher PC, Myers AH & Sherk W. Discriminative and evaluative properties of the Activities-specific Balance Confidence (ABC) Scale. J Gerontol Med Sci 1998; 53A: M287-M294.",,,,,,,,,,,,,
QCDR,,,,,ACR16,,,The risk-adjusted proportion of individuals with RA who have low disease activity or are in remission based on the last recorded disease activity score as assessed using an ACR-preferred tool in the measurement year.,,,,,,,,,,,,,
QCDR,Appropriate Antiemetic Therapy for High- and Moderate-Emetic-Risk Antineoplastic Agents in the Infusion Center,,,,PIMSH16,Practice Insights by McKesson in Collaboration with The US Oncology Network - QCDR,8794712,Percentage of cancer patients aged 18 years and older treated with high- or moderate-emetic-risk antineoplastic agents in the infusion center who are administered appropriate pre-treatment antiemetic therapy,Process,N,2023,,QCDR,,N,singlePerformanceRate,,,,,N
QCDR,Antiemetic Therapy for Low- and Minimal-Emetic-Risk Antineoplastic Agents in the Infusion Center - Avoidance of Overuse (Lower Score - Better),,,,PIMSH15,Practice Insights by McKesson in Collaboration with The US Oncology Network - QCDR,8794712,Percentage of cancer patients aged 18 years and older treated with low- or minimal-emetic-risk antineoplastic agents in the infusion center who are administered inappropriate pre-treatment antiemetic therapy,Process,Y,2023,,QCDR,,Y,singlePerformanceRate,,,,,N
QCDR,Oncology: Mutation Testing for Stage IV Lung Cancer Completed Prior to the Start of Targeted Therapy,,,,PIMSH13,Practice Insights by McKesson in Collaboration with The US Oncology Network - QCDR,8794712,Proportion of stage IV nsNSCLC patients tested for actionable biomarkers and received targeted therapy or chemotherapy based on biomarker results,Process,Y,2023,,QCDR,,N,singlePerformanceRate,,,,,N
QCDR,COVID-19 Vaccinations for Immunocompromised Patients with Cancer,,,,PIMSH14,Practice Insights by McKesson in Collaboration with The US Oncology Network - QCDR,8794712,"Percentage of patients 12 years and older diagnosed with cancer who have completed a full COVID-19 vaccine primary dose series, along with the recommended booster series, based on CDC Guidelines for moderately and severely immunocompromised patients.",Process,N,2023,,QCDR,,N,singlePerformanceRate,,,,,N
QCDR,,,,,MBHR13,,,,Process,N,,,,,,,,,,,
QCDR,,,,,RCOIR13,,,Percentage of clinically successful percutaneously created arteriovenous fistulae (pAVF) for patients aged 18 years and older on maintenance hemodialysis dialysis,,,,,,,,,,,,,
QCDR,,,,,RPAQIR14,,,Percentage of clinically successful arteriovenous graft (AVG) thrombectomies for patients aged 18 years and older on maintenance hemodialysis.,,,,,,,,,,,,,
QCDR,,,,3621,ACRAD34,,,,,,,,,,,,,,,,
QCDR,,,,,MBHR2,,,,,,,,,,,,,,,,N
QCDR,,,,,AAO35,,,,,,,2023,,,,,,,,,
QCDR,,,,,MUSIC10,,,,,,,2023,,,,,,,,,
QCDR,,,,,MUSIC11,,,,,,,2023,,,,,,,,,
QCDR,,,,,ASPS26,,,,,,,2023,,,,,,,,,
QCDR,,,,,ASPS24,,,,,,,2023,,,,,,,,,
QCDR,,,,,ASPS22,,,,,,,2023,,,,,,,,,
QCDR,,,,,AAN28,,,,,,,2023,,,,,,,,,
QCDR,,,,,CESQIP9,,,,,,,2023,,,,,,,,,
QCDR,,,,,CESQIP5,,,,,,,2023,,,,,,,,,
QCDR,,,,,CESQIP1,,,,,,,2023,,,,,,,,,
QCDR,,,,,CCOME6,,,,,,,2023,,,,,,,,,
QCDR,,,,,CCOME4,,,,,,,2023,,,,,,,,,
QCDR,,,,,IGR9,,,,,,,2023,,,,,,,,,
QCDR,,,,,IGR2,,,,,,,2023,,,,,,,,,
QCDR,,,,,IGR18,,,,,,,2023,,,,,,,,,
QCDR,,,,,IGR17,,,,,,,2023,,,,,,,,,
QCDR,,,,,IGR16,,,,,,,2023,,,,,,,,,
QCDR,,,,,IGR15,,,,,,,2023,,,,,,,,,
QCDR,,,,,IGR14,,,,,,,2023,,,,,,,,,
QCDR,,,,,IGR12,,,,,,,2023,,,,,,,,,
QCDR,,,,,IGR10,,,,,,,2023,,,,,,,,,
QCDR,,,,,IGR1,,,,,,,2023,,,,,,,,,
QCDR,,,,,HM9,,,,,,,2023,,,,,,,,,
QCDR,,,,,HM12,,,,,,,2023,,,,,,,,,
QCDR,,,,,HM11,,,,,,,2023,,,,,,,,,
QCDR,,,,,HM10,,,,,,,2023,,,,,,,,,
QCDR,,,,,ACMS5,,,,,,,2023,,,,,,,,,
QCDR,,,,,ACMS4,,,,,,,2023,,,,,,,,,
QCDR,,,,,ACMS3,,,,,,,2023,,,,,,,,,
QCDR,,,,,ACMS9,,,,,,,2023,,,,,,,,,
QCDR,,,,,ACMS8,,,,,,,2023,,,,,,,,,
QCDR,,,,,ACMS10,,,,,,,2023,,,,,,,,,
QCDR,,,,,CAP37,,,,,,,2023,,,,,,,,,
QCDR,,,,,CAP36,,,,,,,2023,,,,,,,,,
QCDR,,,,,CAP35,,,,,,,2023,,,,,,,,,
QCDR,,,,,QOPI23,,,,,,,2023,,,,,,,,,
QCDR,,,,,RCOIR5,,,,,,,2023,,,,,,,,,
QCDR,,,,,RPAQIR5,,,,,,,2023,,,,,,,,,
QCDR,,,,,RPAQIR18,,,,,,,2023,,,,,,,,,
QCDR,,,,,RPAQIR16,,,,,,,2023,,,,,,,,,
QCDR,,,,,RPAQIR13,,,,,,,2023,,,,,,,,,
QCDR,,,,,PQRANES2,,,,,,,2023,,,,,,,,,
