Category,Measure Title,CMS eCQM ID,eCQM NQF,NQF,*** Quality Number (#) / QCDR #,Primary Measure Steward,Allowed QCDR Vendor ID,Measure Description,*** Measure Type  ,High Priority,First Performance Year,Year Removed,*** Collection Type(s) for Submission,Specialty Measure Sets,*** Inverse,*** Metric Type,*** Calculation Type,Collection Type(s) where Historic Benchmark Removed,Collection Type(s) where Suppressed,Collection Type(s) where Truncated,Is Risk Adjusted 
Quality,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy - Diabetes or Left Ventricular Systolic Dysfunction (LVEF ≤ 40%),,,,118,,,Percentage of patients aged 18 years and older with a diagnosis of coronary artery disease seen within a 12 month period who also have diabetes OR a current or prior Left Ventricular Ejection Fraction (LVEF) ≤ 40% who were prescribed ACE inhibitor or ARB therapy.,,,,,,,,,,,,,
Quality,Radiology: Exposure Dose Indices Reported for Procedures Using Fluoroscopy,,,,145,,,Final reports for procedures using fluoroscopy that document radiation exposure indices.,,,,,,,,,,,,,
Quality,Tuberculosis Screening Prior to First Course of Biologic and/or Immune Response Modifier Therapy,,,,176,,,"If a patient has been newly prescribed a biologic and/or immune response modifier that includes a warning for potential reactivation of a latent infection, then the medical record should indicate TB testing in the preceding 12-month period.
",,,,,,,,,,,,,
Quality,Percentage of Patients Who Died from Cancer Receiving Systemic Cancer-Directed Therapy in the Last 14 Days of Life (lower score – better),,,,453,,,Percentage of patients who died from cancer receiving systemic cancer-directed therapy in the last 14 days of life.,,,,,,,,,,,,,
Quality,Back Pain After Lumbar Surgery,,,,459,,,"For patients 18 years of age or older who had a lumbar discectomy/laminectomy or fusion procedure, back pain is rated by the patients as less than or equal to 3.0 OR an improvement of 5.0 points or greater on the Visual Analog Scale (VAS) Pain scale or a numeric pain scale at three months (6 to 20 weeks) postoperatively for discectomy/laminectomy or at one year (9 to 15 months) postoperatively for lumbar fusion patients. Rates are stratified by procedure type; lumbar discectomy/laminectomy or fusion procedure.",,,,,,,,,,,,,
Quality,Leg Pain After Lumbar Surgery,,,,461,,,"For patients 18 years of age or older who had a lumbar discectomy/laminectomy or fusion procedure, leg pain is rated by the patient as less than or equal to 3.0 OR an improvement of 5.0 points or greater on the Visual Analog Scale (VAS) Pain scale or a numeric pain scale at three months (6 to 20 weeks) for discectomy/laminectomy or at one year (9 to 15 months) postoperatively for lumbar fusion patients. Rates are stratified by procedure type; lumbar discectomy/laminectomy or fusion procedure.",,,,,,,,,,,,,
Quality, Functional Status After Lumbar Surgery,,,,471,,,"For patients age 18 and older who had lumbar discectomy/laminectomy or fusion procedure, functional status is rated by the patient as less than or equal to 22 OR an improvement of 30 points or greater on the Oswestry Disability Index (ODI version 2.1a) * at three months (6 to 20 weeks) postoperatively for discectomy/laminectomy or at one year (9 to 15 months) postoperatively for lumbar fusion patients. Rates are stratified by procedure type; lumbar discectomy or fusion procedure. * hereafter referred to as ODI",,,,,,,,,,,,,
Quality,,,,,181,,,Percentage of patients aged 60 years and older with a documented elder maltreatment screen using an Elder Maltreatment Screening tool on the date of encounter AND a documented follow-up plan on the date of the positive screen.,,,,,,,,,,,,,
Quality,,,,,182,,,Percentage of visits for patients aged 18 years and older with documentation of a current functional outcome assessment using a standardized functional outcome assessment tool on the date of the encounter AND documentation of a care plan based on identified functional outcome deficiencies within two days of the date of the identified deficiencies.,,,,,,,,,,,,,
Quality,,,,,187,,,Percentage of patients aged 18 years and older with a diagnosis of acute ischemic stroke who arrive at the hospital within 3.5 hours of time last known well and for whom IV thrombolytic therapywas initiated within 4.5 hours of time last known well.,,,,,,,,,,,,,
Quality,,,,,217,,,"A patient-reported outcome measure (PROM) of risk-adjusted change in functional status (FS) for patients 14 years+ with knee impairments. The change in FS is assessed using the FOTO Lower Extremity Physical Function (LEPF) PROM. The measure is adjusted to patient characteristics known to be associated with FS outcomes (risk adjusted) and used as a performance measure at the patient, individual clinician, and clinic levels to assess quality.",,,,,,,,,,,,,
Quality,,,,,218,,,"A patient-reported outcome measure (PROM) of risk-adjusted change in functional status (FS) for patients 14 years+ with hip impairments. The change in FS is assessed using the FOTO Lower Extremity Physical Function (LEPF) PROM. The measure is adjusted to patient characteristics known to be associated with FS outcomes (risk adjusted) and used as a performance measure at the patient, individual clinician, and clinic levels to assess quality. ",,,,,,,,,,,,,
Quality,,,,,219,,,"A patient-reported outcome measure (PROM) of risk-adjusted change in functional status (FS) for patients 14 years+ with foot, ankle or lower leg impairments. The change in FS is assessed using the FOTO Lower Extremity Physical Function (LEPF) PROM. The measure is adjusted to patient characteristics known to be associated with FS outcomes (risk adjusted) and used as a performance measure at the patient, individual clinician, and clinic levels to assess quality.",,,,,,,,,,,,,
Quality,,,,,220,,,"A patient-reported outcome measure (PROM) of risk-adjusted change in functional status (FS) for patients 14 years+ with low back impairments. The change in FS is assessed using the FOTO Low Back FS PROM. The measure is adjusted to patient characteristics known to be associated with FS outcomes (risk adjusted) and used as a performance measure at the patient, individual clinician, and clinic levels to assess quality.",,,,,,,,,,,,,
Quality,,,,,221,,,"A patient-reported outcome measure (PROM) of risk-adjusted change in functional status (FS) for patients 14 years+ with shoulder impairments. The change in FS is assessed using the FOTO Shoulder FS PROM. The measure is adjusted to patient characteristics known to be associated with FS outcomes (risk adjusted) and used as a performance measure at the patient, individual clinician, and clinic levels to assess quality.",,,,,,,,,,,,,
Quality,,,,,222,,,"A patient-reported outcome measure (PROM) of risk-adjusted change in functional status (FS) for patients 14 years+ with elbow, wrist, or hand impairments. The change in FS is assessed using the FOTO Elbow/Wrist/Hand FS PROM. The measure is adjusted to patient characteristics known to be associated with FS outcomes (risk adjusted) and used as a performance measure at the patient,  individual clinician, and clinic levels to assess quality.",,,,,,,,,,,,,
Quality,,,,,277,,,"Percentage of patients aged 18 years and older with a diagnosis of obstructive sleep apnea who had an apnea hypopnea index (AHI), a respiratory disturbance index (RDI), or a respiratory event index (REI) documented or measured within 2 months of initial evaluation for suspected obstructive sleep apnea.",,,,,,,,,,,,,
Quality,,,,,320,,,Percentage of patients aged 45 to 75 years of age receiving a screening colonoscopy without biopsy or polypectomy who had a recommended follow-up interval of at least 10 years for repeat colonoscopy documented in their colonoscopy report.,,,,,,,,,,,,,
Quality,,,,,478,,,"A patient-reported outcome measure (PROM) of risk-adjusted change in functional status (FS) for patients 14 years+ with neck impairments. The change in FS is assessed using the FOTO Neck FS PROM. The measure is adjusted to patient characteristics known to be associated with FS outcomes (risk-adjusted) and  used as a performance measure at the patient, individual clinician, and clinic levels to assess quality. ",,,,,,,,,,,,,
