Category ,Measure Title,CMS eCQM ID,eCQM NQF,NQF,*** Quality Number (#) / QCDR #,Primary Measure Steward,Allowed QCDR Vendor ID,Measure Description,*** Measure Type  ,High Priority,First Performance Year,Year Removed,*** Collection Type(s) for Submission,Specialty Measure Sets,*** Inverse,*** Metric Type,*** Calculation Type,Collection Type(s) where Historic Benchmark Removed,Collection Type(s) where Suppressed,Collection Type(s) where Truncated,Is Risk Adjusted 
QCDR,,,,,ACEP52,,"5133825, 1725296, 3471690",,,,,,,,,,,,,,
QCDR,,,,,ACEP53,,5133825,,,,,,,,,,,,,,
QCDR,,,,,ACEP59,,"5133825, 4757099, 1725296",,,,,,,,,,,,,,
QCDR,,,,,ACEP60,,5133825,,,,,,,,,,,,,,
QCDR,,,,,ACEP61,,"5133825, 1725296",,,,,,,,,,,,,,
QCDR,,,,,ACQR12,,4672586,,,,,,,,,,,,,,
QCDR,,,,,ACQR13,,4672586,,,,,,,,,,,,,,
QCDR,,,,,ACQR16,,4672586,,,,,,,,,,,,,,
QCDR,,,,,ACR12,,"5598408, 3471690",,,,,,,,,,,,,,
QCDR,,,,,ACR14,,"5598408, 3471690",,,,,,,,,,,,,,
QCDR,,,,,ACR15,,"5598408, 3471690",,,,,,,,,,,,,,
QCDR,,,,,ACRAD15,,"5303416, 7746687, 6704504, 6394618",,,,,,,,,,,,,,
QCDR,,,,,ACRAD16,,"5303416, 7746687, 6704504, 6394618",,,,,,,,,,,,,,
QCDR,,,,,ACRAD17,,"5303416, 7746687, 6704504, 6394618",,,,,,,,,,,,,,
QCDR,,,,,ACRAD18,,"5303416, 7746687, 6704504, 6394618",,,,,,,,,,,,,,
QCDR,,,,,ACRAD19,,"5303416, 7746687, 6704504, 6394618",,,,,,,,,,,,,,
QCDR,,,,,ACRAD25,,"5303416, 7746687, 6704504, 6394618",,,,,,,,,,,,,,
QCDR,,,,,ACRAD40,,"5303416, 6394618, 7746687, 6704504 ",,,,,,,,,,,,,,
QCDR,,,,,ACRAD42,,"5303416, 7746687",,,,,,,,,,,,,,
QCDR,,,,,AQI18,,"5551268, 6775913, 6169123, 8947139",,,,,,,,,,,,,,
QCDR,,,,,AQI48,,"5551268, 6775913, 7746687, 6169123, 6704504, 4757099, 9181695, 8947139, 3471690",,,,,,,,,,,,,,
QCDR,,,,,AQI49,,"6169123, 5551268, 8947139",,,,,,,,,,,,,,
QCDR,,,,,AQI56,,"6169123, 5551268, 6775913, 7746687, 6704504, 9181695, 8947139",,,,,,,,,,,,,,
QCDR,,,,,AQI65,,"6169123, 5551268, 6775913, 8947139",,,,,,,,,,,,,,
QCDR,,,,,AQI67,,"6169123, 5551268, 6775913, 6704504, 9181695, 7746687, ",,,,,,,,,,,,,,
QCDR,,,,,AQI68,,"6169123, 5551268, 6775913, 9181695, 8947139, 7746687",,,,,,,,,,,,,,
QCDR,,,,,AQI69,,"6169123, 5551268, 6775913, 4757099, 7746687, 6704504, 9181695, 8947139, 3471690",,,,,,,,,,,,,,
QCDR,,,,,AQI71,,"6169123, 5551268, 6775913, 9181695, 8947139",,,,,,,,,,,,,,
QCDR,,,,,AQI72,,"6169123, 5551268, 6775913, 4757099, 6704504, 9181695, 8947139, 7746687",,,,,,,,,,,,,,
QCDR,,,,,AQI73,,"6169123, 5551268, 6775913, 4757099, 7746687, 6704504, 9181695, 8947139",,,,,,,,,,,,,,
QCDR,,,,,ECPR39,,"1718371, 5133825, 4757099, 1725296, 8483899",,,,,,,,,,,,,,
QCDR,,,,,ECPR46,,"1718371, 5133825, 4757099, 1725296, 3471690",,,,,,,,,,,,,,
QCDR,,,,,EPREOP30,,"8947139, 6775913",,,,,,,,,,,,,,
QCDR,,,,,EPREOP31,,"8947139, 6169123, 6775913",,,,,,,,,,,,,,
QCDR,,,,,HCPR16,,"4757099, 1725296, 8483899",,,,,,,,,,,,,,
QCDR,,,,,HCPR17,,"4757099, 1725296, 8483899",,,,,,,,,,,,,,
QCDR,,,,,HCPR20,,"4757099, 1725296, 8483899",,,,,,,,,,,,,,
QCDR,,,,,HCPR24,,"5133825, 1718371, 4757099, 1725296 8483899",,,,,,,,,,,,,,
QCDR,,,,,LMBR1,Patient360 in Collaboration with ETSU and Limber Health,3471690,,,,,,,,,,,,,,
QCDR,,,,,LMBR2,Patient360 in Collaboration with ETSU and Limber Health,3471690,,,,,,,,,,,,,,
QCDR,,,,,LMBR3,Patient360 in Collaboration with ETSU and Limber Health,3471690,,,,,,,,,,,,,,
QCDR,Patients Suffering From a Lower Extremity Injury who Improve Physical Function,,,,LMBR4,Patient360 in Collaboration with ETSU and Limber Health,3471690,"Percentage of patients 18 years or older suffering from a hip, foot, or ankle injury who achieve the Minimal Clinically Important Difference (MCID) in the PROMIS Physical Function Computer Adaptive Testing, mapped legacy measure, or like tool of measurement. This measure will be reported as the overall number of patients of rate 1 and rate 2 combined. To qualify, the patient must complete a baseline score and then one follow-up or discharge score. 

In order to fairly measure performance between providers, the measure is risk-adjusted based on age, sex, symptom characteristics, PROMIS baseline scores, social determinants of health, and psychosocial metrics. 

This measure will include three rates:
1) The number of non-surgical patients achieving a score change greater than or equal to the MCID in PROMIS Physical Function or like mapped measure.
2) The number of surgical patients achieving a  score change greater than or equal to the MCID in PROMIS Physical Function or like mapped measure.
3) The overall performance rate of Rate 1 and Rate 2 combined.",,,,,,,,,,,,,
QCDR,Patients Suffering From a Upper Extremity Injury who Improve Physical Function,,,,LMBR5,Patient360 in Collaboration with ETSU and Limber Health,3471690,"Percentage of patients 18 years or older suffering from a shoulder, elbow, wrist/hand injury who achieve the Minimal Clinically Important Difference (MCID) in the PROMIS Upper Extremity Computer Adaptive Testing in the PROMIS Pain Interference Computer Adaptive Testing (CAT), mapped legacy measure, or like tool of measurement. This measure will be reported as the overall number of patients of rate 1 and rate 2 combined. To qualify, the patient must complete a baseline score and then one follow-up or discharge score. 

In order to fairly measure performance between providers, the measure is risk-adjusted based on age, sex, symptom characteristics, PROMIS baseline scores, social determinants of health, and psychosocial metrics. 

This measure will include three rates:
1) The number of non-surgical patients achieving a score change greater than or equal to the MCID in PROMIS Upper Extremity Function or like mapped measure.
2) The number of surgical patients achieving a  score change greater than or equal to the MCID in PROMIS PROMIS Upper Extremity Function or like mapped measure.
3) The overall performance rate of Rate 1 and Rate 2 combined.",,,,,,,,,,,,,
QCDR,,,,,LMBR6,Patient360 in Collaboration with ETSU and Limber Health,3471690,,,,,,,,,,,,,,
QCDR,,,,,LMBR7,Patient360 in Collaboration with ETSU and Limber Health,3471690,,,,,,,,,,,,,,
QCDR,,,,,LMBR8,Patient360 in Collaboration with ETSU and Limber Health,3471690,,,,,,,,,,,,,,
QCDR,Patients Suffering From a Lower Extremity Injury who Demonstrate Improved Pain,,,,LMBR9,Patient360 in Collaboration with ETSU and Limber Health,3471690,"Percentage of patients 18 years or older suffering from hip, ankle, or foot injury who achieve the Minimal Clinically Important Difference (MCID) in the PROMIS Pain Interference Computer Adaptive Testing (CAT), mapped legacy measure, or like tool of measurement. This measure will be reported as the overall number of patients of rate 1 and rate 2 combined. To qualify, the patient must complete a baseline score and then one follow-up or discharge score. 

In order to fairly measure performance between providers, the measure is risk-adjusted based on age, sex, symptom characteristics, PROMIS baseline scores, social determinants of health, and psychosocial metrics. 

This measure will include three rates:
1) The number of non-surgical patients achieving a score change greater than or equal to the MCID in PROMIS Pain Interference or like mapped measure.
2) The number of surgical patients achieving a  score change greater than or equal to the MCID in PROMIS Pain Interference or like mapped measure.
3) The overall performance rate of Rate 1 and Rate 2 combined.",,,,,,,,,,,,,
QCDR,Patients Suffering From a Upper Extremity Injury who Demonstrate Improved Pain,,,,LMBR10,Patient360 in Collaboration with ETSU and Limber Health,3471690,"Percentage of patients 18 years or older suffering from shoulder, elbow, wrist/hand injury who achieve the Minimal Clinically Important Difference (MCID) in the PROMIS Pain Interference Computer Adaptive Testing (CAT), mapped legacy measure, or like tool of measurement. This measure will be reported as the overall number of patients of rate 1 and rate 2 combined. To qualify, the patient must complete a baseline score and then one follow-up or discharge score. 

In order to fairly measure performance between providers, the measure is risk-adjusted based on age, sex, symptom characteristics, PROMIS baseline scores, social determinants of health, and psychosocial metrics. 

This measure will include three rates:
1) The number of non-surgical patients achieving a score change greater than or equal to the MCID in PROMIS Pain Interference or like mapped measure.
2) The number of surgical patients achieving a  score change greater than or equal to the MCID in PROMIS Pain Interference or like mapped measure.
3) The overall performance rate of Rate 1 and Rate 2 combined",,,,,,,,,,,,,
QCDR,,,,,MEDNAX54,,"5551268, 6775913, 9181695",,,,,,,,,,,,,,
QCDR,,,,,MEDNAX56,,"5551268, 7746687, 6775913, 9181695",,,,,,,,,,,,,,
QCDR,,,,,MSN16,,"6394618, 5303416, 1725296",,,,,,,,,,,,,,
QCDR,,,,,PQRANES1,The PQR,1725296,,,,,,,,,,,,,,
QCDR,,,,,QMM16,,"6394618, 5303416, 1725296",,,,,,,,,,,,,,
QCDR,,,,,QMM17,,"6394618, 5303416, 7746687",,,,,,,,,,,,,,
QCDR,,,,,USWR29,,6853338,,,,,,,,,,,,,,
QCDR,,,,,QMM21,,8947139,,,,,,,,,,,,,,
QCDR,,,,,QMM22,,8947139,,,,,,,,,,,,,,
QCDR,,,,,IROMS11,,"8411367, 7037323, 1157686, 3967247",,,,,,,,,,,,,,
QCDR,,,,,IROMS12,,"8411367, 7037323, 1157686, 3967247",,,,,,,,,,,,,,
QCDR,,,,,IROMS13,,"8411367, 7037323, 1157686, 3967247",,,,,,,,,,,,,,
QCDR,,,,,IROMS14,,"8411367, 7037323, 1157686, 3967247",,,,,,,,,,,,,,
QCDR,,,,,IROMS16,,"8411367, 7037323, 1157686, 3967247",,,,,,,,,,,,,,
QCDR,,,,,IROMS17,,"8411367, 7037323, 1157686, 3967247",,,,,,,,,,,,,,
QCDR,,,,,IROMS18,,"8411367, 7037323, 1157686, 3967247",,,,,,,,,,,,,,
QCDR,,,,,IROMS19,,"8411367, 7037323, 1157686, 3967247",,,,,,,,,,,,,,
QCDR,,,,,IROMS20,,"8411367, 7037323, 1157686, 3967247",,,,,,,,,,,,,,
QCDR,,,,,KEET01,,"8411367, 7037323, 1157686, 3967247",,,,,,,,,,,,,,
