default,ACI_PHCDRR_5,https://qpp.cms.gov/docs/aci_specifications/Measure Specifications/MIPS ACI Measure_Clinical Data Registry Reporting.pdf
default,ACI_TRANS_EP_1,https://qpp.cms.gov/docs/aci_specifications/Transition Measure Specifications/MIPS 2017 ACI Transition Measure_e-Prescribing.pdf
default,ACI_TRANS_HIE_1,https://qpp.cms.gov/docs/aci_specifications/Transition Measure Specifications/MIPS 2017 ACI Transition Measure_Health Information Exchange.pdf
default,ACI_TRANS_PHCDRR_1,https://qpp.cms.gov/docs/aci_specifications/Transition Measure Specifications/MIPS 2017 ACI Transition Measure_Immunization Registry Reporting.pdf
default,ACI_TRANS_MR_1,https://qpp.cms.gov/docs/aci_specifications/Transition Measure Specifications/MIPS 2017 ACI Transition Measure_Medication Reconciliation.pdf
default,ACI_TRANS_PSE_1,https://qpp.cms.gov/docs/aci_specifications/Transition Measure Specifications/MIPS 2017 ACI Transition Measure_Patient-Specific Education.pdf
default,ACI_TRANS_PEA_1,https://qpp.cms.gov/docs/aci_specifications/Transition Measure Specifications/MIPS 2017 ACI Transition Measure_Provide Patient Access.pdf
default,ACI_TRANS_SM_1,https://qpp.cms.gov/docs/aci_specifications/Transition Measure Specifications/MIPS 2017 ACI Transition Measure_Secure Messaging.pdf
default,ACI_TRANS_PPHI_1,https://qpp.cms.gov/docs/aci_specifications/Transition Measure Specifications/MIPS 2017 ACI Transition Measure_Security Risk Analysis.pdf
default,ACI_TRANS_PHCDRR_3,https://qpp.cms.gov/docs/aci_specifications/Transition Measure Specifications/MIPS 2017 ACI Transition Measure_Specialized Registry Reporting.pdf
default,ACI_TRANS_PHCDRR_2,https://qpp.cms.gov/docs/aci_specifications/Transition Measure Specifications/MIPS 2017 ACI Transition Measure_Syndromic Surveillance Reporting.pdf
default,ACI_TRANS_PEA_2,https://qpp.cms.gov/docs/aci_specifications/Transition Measure Specifications/MIPS 2017 ACI Transition Measure_View Download or Transmit (VDT).pdf
registry,240,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS117v5.html
registry,001,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS122v5.html
registry,163,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS123v5.html
registry,309,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS124v5.html
registry,112,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS125v5.html
registry,112,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS126v5.html
registry,111,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS127v5.html
registry,009,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS128v5.html
registry,102,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS129v6.html
registry,113,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS130v5.html
registry,117,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS131v5.html
registry,192,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS132v5.html
registry,191,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS133v5.html
registry,119,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS134v5.html
registry,005,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS135v5.html
registry,366,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS136v6.html
registry,305,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS137v5.html
registry,226,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS138v5.html
registry,318,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS139v5.html
registry,019,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS142v5.html
registry,012,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS143v5.html
registry,008,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS144v5.html
registry,007,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS145v5.html
registry,066,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS146v5.html
registry,110,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS147v6.html
registry,281,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS149v5.html
registry,310,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS153v5.html
registry,065,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS154v5.html
registry,239,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS155v5.html
registry,238,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS156v5.html
registry,143,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS157v5.html
registry,369,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS158v5.html
registry,370,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS159v5.html
registry,371,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS160v5.html
registry,107,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS161v5.html
registry,204,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS164v5.html
registry,236,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS165v5.html
registry,312,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS166v6.html
registry,018,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS167v5.html
registry,367,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS169v5.html
registry,382,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS177v5.html
registry,317,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS22v5.html
registry,134,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS2v6.html
registry,374,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS50v5.html
registry,160,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS52v5.html
registry,376,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS56v5.html
registry,373,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS65v6.html
registry,375,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS66v5.html
registry,130,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS68v6.html
registry,128,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS69v5.html
registry,379,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS74v6.html
registry,378,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS75v5.html
registry,372,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS82v4.html
registry,377,https://ecqi.healthit.gov/system/files/ecqm/measures/CMS90v6.html
cmsWebInterface,46,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2017 WI_CARE1.pdf
cmsWebInterface,318,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2017 WI_CARE2.pdf
cmsWebInterface,DM_COMPOSITE,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2017 WI_DM.pdf
cmsWebInterface,236,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2017 WI_HTN2.pdf
cmsWebInterface,204,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2017 WI_IVD2.pdf
cmsWebInterface,370,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2017 WI_MH1.pdf
cmsWebInterface,112,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2017 WI_PREV5.pdf
cmsWebInterface,113,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2017 WI_PREV6.pdf
cmsWebInterface,110,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2017 WI_PREV7.pdf
cmsWebInterface,111,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2017 WI_PREV8.pdf
cmsWebInterface,128,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2017 WI_PREV9.pdf
cmsWebInterface,226,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2017 WI_PREV10.pdf
cmsWebInterface,134,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2017 WI_PREV12.pdf
cmsWebInterface,438,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2017 WI_PREV13.pdf
claims,001,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_001_Claims.pdf
claims,012,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_012_Claims.pdf
claims,014,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_014_Claims.pdf
claims,019,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_019_Claims.pdf
claims,021,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_021_Claims.pdf
claims,023,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_023_Claims.pdf
claims,024,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_024_Claims.pdf
claims,032,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_032_Claims.pdf
claims,039,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_039_Claims.pdf
claims,046,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_046_Claims.pdf
claims,047,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_047_Claims.pdf
claims,048,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_048_Claims.pdf
claims,050,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_050_Claims.pdf
claims,051,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_051_Claims.pdf
claims,052,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_052_Claims.pdf
claims,076,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_076_Claims.pdf
claims,091,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_091_Claims.pdf
claims,093,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_093_Claims.pdf
claims,099,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_099_Claims.pdf
claims,100,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_100_Claims.pdf
claims,109,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_109_Claims.pdf
claims,110,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_110_Claims.pdf
claims,111,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_111_Claims.pdf
claims,112,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_112_Claims.pdf
claims,113,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_113_Claims.pdf
claims,117,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_117_Claims.pdf
claims,128,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_128_Claims.pdf
claims,130,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_130_Claims.pdf
claims,131,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_131_Claims.pdf
claims,134,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_134_Claims.pdf
claims,140,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_140_Claims.pdf
claims,141,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_141_Claims.pdf
claims,145,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_145_Claims.pdf
claims,146,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_146_Claims.pdf
claims,147,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_147_Claims.pdf
claims,154,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_154_Claims.pdf
claims,155,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_155_Claims.pdf
claims,156,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_156_Claims.pdf
claims,181,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_181_Claims.pdf
claims,182,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_182_Claims.pdf
claims,185,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_185_Claims.pdf
claims,195,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_195_Claims.pdf
claims,204,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_204_Claims.pdf
claims,225,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_225_Claims.pdf
claims,226,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_226_Claims.pdf
claims,236,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_236_Claims.pdf
claims,249,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_249_Claims.pdf
claims,250,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_250_Claims.pdf
claims,251,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_251_Claims.pdf
claims,254,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_254_Claims.pdf
claims,255,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_255_Claims.pdf
claims,261,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_261_Claims.pdf
claims,268,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_268_Claims.pdf
claims,317,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_317_Claims.pdf
claims,320,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_320_Claims.pdf
claims,326,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_326_Claims.pdf
claims,395,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_395_Claims.pdf
claims,396,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_396_Claims.pdf
claims,397,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_397_Claims.pdf
claims,405,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_405_Claims.pdf
claims,406,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_406_Claims.pdf
claims,407,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_407_Claims.pdf
claims,410,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_410_Claims.pdf
claims,415,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_415_Claims.pdf
claims,416,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_416_Claims.pdf
claims,418,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_418_Claims.pdf
claims,419,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_419_Claims.pdf
claims,422,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_422_Claims.pdf
claims,423,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_423_Claims.pdf
claims,425,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_425_Claims.pdf
claims,429,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_429_Claims.pdf
claims,435,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_435_Claims.pdf
claims,436,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_436_Claims.pdf
claims,437,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_437_Claims.pdf
registry,001,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_001_Registry.pdf
registry,005,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_005_Registry.pdf
registry,006,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_006_Registry.pdf
registry,007,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_007_Registry.pdf
registry,008,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_008_Registry.pdf
registry,012,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_012_Registry.pdf
registry,014,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_014_Registry.pdf
registry,019,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_019_Registry.pdf
registry,021,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_021_Registry.pdf
registry,023,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_023_Registry.pdf
registry,024,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_024_Registry.pdf
registry,032,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_032_Registry.pdf
registry,039,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_039_Registry.pdf
registry,043,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_043_Registry.pdf
registry,044,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_044_Registry.pdf
registry,046,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_046_Registry.pdf
registry,047,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_047_Registry.pdf
registry,048,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_048_Registry.pdf
registry,050,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_050_Registry.pdf
registry,051,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_051_Registry.pdf
registry,052,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_052_Registry.pdf
registry,065,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_065_Registry.pdf
registry,066,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_066_Registry.pdf
registry,067,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_067_Registry.pdf
registry,068,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_068_Registry.pdf
registry,069,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_069_Registry.pdf
registry,070,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_070_Registry.pdf
registry,076,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_076_Registry.pdf
registry,091,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_091_Registry.pdf
registry,093,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_093_Registry.pdf
registry,099,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_099_Registry.pdf
registry,100,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_100_Registry.pdf
registry,102,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_102_Registry.pdf
registry,104,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_104_Registry.pdf
registry,109,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_109_Registry.pdf
registry,110,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_110_Registry.pdf
registry,111,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_111_Registry.pdf
registry,112,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_112_Registry.pdf
registry,113,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_113_Registry.pdf
registry,116,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_116_Registry.pdf
registry,117,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_117_Registry.pdf
registry,118,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_118_Registry.pdf
registry,119,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_119_Registry.pdf
registry,122,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_122_Registry.pdf
registry,126,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_126_Registry.pdf
registry,127,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_127_Registry.pdf
registry,128,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_128_Registry.pdf
registry,130,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_130_Registry.pdf
registry,131,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_131_Registry.pdf
registry,134,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_134_Registry.pdf
registry,137,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_137_Registry.pdf
registry,138,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_138_Registry.pdf
registry,140,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_140_Registry.pdf
registry,141,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_141_Registry.pdf
registry,143,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_143_Registry.pdf
registry,144,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_144_Registry.pdf
registry,145,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_145_Registry.pdf
registry,146,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_146_Registry.pdf
registry,147,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_147_Registry.pdf
registry,154,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_154_Registry.pdf
registry,155,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_155_Registry.pdf
registry,156,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_156_Registry.pdf
registry,164,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_164_Registry.pdf
registry,165,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_165_Registry.pdf
registry,166,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_166_Registry.pdf
registry,167,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2017_Measure_167_Registry.pdf
