link,measureId
https://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2025-MIPS-Promoting-Interoperability-Measure-Electronic-Case-Reporting.pdf,PI_PHCDRR_3_EX_2 
https://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2025-MIPS-Promoting-Interoperability-Measure-Electronic-Case-Reporting.pdf,PI_PHCDRR_3_EX_3 
https://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2025-MIPS-Promoting-Interoperability-Measure-Electronic-Case-Reporting.pdf,PI_PHCDRR_3_PRE 
https://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2025-MIPS-Promoting-Interoperability-Measure-Electronic-Case-Reporting.pdf,PI_PHCDRR_3_PROD 
https://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2025-MIPS-Promoting-Interoperability-Measure-Public-Health-Registry-Reporting.pdf,PI_PHCDRR_4
https://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2025-MIPS-Promoting-Interoperability-Measure-Public-Health-Registry-Reporting.pdf,PI_PHCDRR_4_PRE
https://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2025-MIPS-Promoting-Interoperability-Measure-Public-Health-Registry-Reporting.pdf,PI_PHCDRR_4_PROD 
https://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2025-MIPS-Promoting-Interoperability-Measure-Clinical-Data-Exchange.pdf,PI_PHCDRR_5
https://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2025-MIPS-Promoting-Interoperability-Measure-Clinical-Data-Exchange.pdf,PI_PHCDRR_5_PRE
https://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2025-MIPS-Promoting-Interoperability-Measure-Clinical-Data-Exchange.pdf,PI_PHCDRR_5_PROD 
https://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2025-MIPS-Promoting Interoperability-Measure-Security-Risk-Analysis.pdf,PI_PPHI_1
https://qpp.cms.gov/docs/pi_specifications/Measure Specifications/2025-MIPS-Promoting-Interoperability-Measure-High-Priority-Practices-Guide-of-SAFER-Guides.pdf,PI_PPHI_2
